1636377479000,Person-1,0001,50.45543027,30.34161178,128.8,0,0,0
1636377483000,Person-1,0001,50.45538782,30.34164830,130.9,0,0,0
1636377487000,Person-1,0001,50.45534656,30.34168864,131.9,0,0,0
1636377491000,Person-1,0001,50.45530670,30.34173571,131.9,0,0,0
1636377495000,Person-1,0001,50.45526797,30.34178784,131.7,0,0,0
1636377499000,Person-1,0001,50.45522680,30.34183932,131.6,0,0,0
1636377503000,Person-1,0001,50.45518668,30.34189490,131.7,0,0,0
1636377507000,Person-1,0001,50.45515040,30.34194819,131.7,0,0,0
1636377511000,Person-1,0001,50.45511078,30.34199966,131.3,0,0,0
1636377515000,Person-1,0001,50.45506438,30.34205058,131.4,0,0,0
1636377519000,Person-1,0001,50.45502336,30.34210618,131.7,0,0,0
1636377523000,Person-1,0001,50.45498609,30.34215660,131.9,0,0,0
1636377527000,Person-1,0001,50.45495013,30.34221688,131.5,0,0,0
1636377531000,Person-1,0001,50.45491139,30.34227092,131.2,0,0,0
1636377535000,Person-1,0001,50.45486243,30.34229335,130.9,0,0,0
1636377539000,Person-1,0001,50.45481652,30.34225367,130.7,0,0,0
1636377542000,Person-1,0001,50.45477937,30.34220550,130.7,0,0,0
1636377545000,Person-1,0001,50.45474193,30.34215665,130.7,0,0,0
1636377549000,Person-1,0001,50.45470006,30.34210227,130.6,0,0,0
1636377553000,Person-1,0001,50.45465183,30.34204415,131.3,0,0,0
1636377556000,Person-1,0001,50.45461248,30.34199554,131.5,0,0,0
1636377560000,Person-1,0001,50.45458409,30.34193740,131.1,0,0,0
1636377564000,Person-1,0001,50.45455918,30.34186998,131.2,0,0,0
1636377567000,Person-1,0001,50.45454888,30.34179641,131.2,0,0,0
1636377570000,Person-1,0001,50.45454613,30.34172182,131.4,0,0,0
1636377573000,Person-1,0001,50.45454132,30.34164267,131.3,0,0,0
1636377576000,Person-1,0001,50.45452753,30.34156475,131.4,0,0,0
1636377579000,Person-1,0001,50.45451288,30.34149368,131.7,0,0,0
1636377584000,Person-1,0001,50.45451114,30.34140750,131.1,0,0,0
1636377588000,Person-1,0001,50.45452468,30.34133490,131.1,0,0,0
1636377591000,Person-1,0001,50.45455419,30.34127095,131.9,0,0,0
1636377594000,Person-1,0001,50.45458436,30.34121024,133.0,0,0,0
1636377598000,Person-1,0001,50.45462065,30.34114306,132.8,0,0,0
1636377602000,Person-1,0001,50.45463047,30.34106434,131.1,0,0,0
1636377605000,Person-1,0001,50.45462616,30.34098985,130.1,0,0,0
1636377609000,Person-1,0001,50.45462113,30.34091796,129.3,0,0,0
1636377614000,Person-1,0001,50.45461869,30.34083393,128.4,0,0,0
1636377619000,Person-1,0001,50.45461240,30.34074756,127.9,0,0,0
1636377623000,Person-1,0001,50.45461353,30.34067603,127.4,0,0,0
1636377627000,Person-1,0001,50.45460939,30.34060551,127.0,0,0,0
1636377631000,Person-1,0001,50.45459955,30.34052865,126.1,0,0,0
1636377635000,Person-1,0001,50.45458799,30.34044799,125.9,0,0,0
1636377639000,Person-1,0001,50.45458230,30.34036596,125.8,0,0,0
1636377642000,Person-1,0001,50.45457280,30.34029159,126.2,0,0,0
1636377646000,Person-1,0001,50.45456115,30.34021008,126.7,0,0,0
1636377649000,Person-1,0001,50.45455231,30.34013390,127.1,0,0,0
1636377653000,Person-1,0001,50.45454732,30.34004716,127.5,0,0,0
1636377657000,Person-1,0001,50.45454270,30.33997210,128.1,0,0,0
1636377661000,Person-1,0001,50.45453973,30.33989075,128.0,0,0,0
1636377664000,Person-1,0001,50.45453269,30.33980720,128.4,0,0,0
1636377668000,Person-1,0001,50.45452029,30.33971670,128.8,0,0,0
1636377672000,Person-1,0001,50.45451237,30.33963295,128.9,0,0,0
1636377676000,Person-1,0001,50.45451184,30.33955876,128.5,0,0,0
1636377680000,Person-1,0001,50.45450371,30.33947433,129.0,0,0,0
1636377684000,Person-1,0001,50.45449463,30.33938656,129.3,0,0,0
1636377688000,Person-1,0001,50.45448701,30.33930378,129.6,0,0,0
1636377692000,Person-1,0001,50.45447508,30.33920889,129.8,0,0,0
1636377695000,Person-1,0001,50.45446323,30.33911433,130.3,0,0,0
1636377698000,Person-1,0001,50.45445138,30.33902823,130.9,0,0,0
1636377702000,Person-1,0001,50.45444212,30.33894119,131.6,0,0,0
1636377707000,Person-1,0001,50.45442478,30.33885448,132.2,0,0,0
1636377711000,Person-1,0001,50.45441615,30.33877105,132.2,0,0,0
1636377715000,Person-1,0001,50.45440395,30.33868286,132.7,0,0,0
1636377719000,Person-1,0001,50.45438877,30.33859862,133.8,0,0,0
1636377722000,Person-1,0001,50.45437647,30.33851887,135.0,0,0,0
1636377725000,Person-1,0001,50.45437073,30.33843428,135.7,0,0,0
1636377729000,Person-1,0001,50.45437088,30.33836031,135.8,0,0,0
1636377733000,Person-1,0001,50.45436159,30.33828634,136.2,0,0,0
1636377737000,Person-1,0001,50.45435599,30.33821095,136.1,0,0,0
1636377742000,Person-1,0001,50.45435746,30.33812512,135.3,0,0,0
1636377746000,Person-1,0001,50.45435131,30.33803398,134.8,0,0,0
1636377749000,Person-1,0001,50.45434750,30.33796189,134.6,0,0,0
1636377752000,Person-1,0001,50.45434081,30.33788656,134.6,0,0,0
1636377755000,Person-1,0001,50.45433517,30.33781241,134.8,0,0,0
1636377760000,Person-1,0001,50.45434244,30.33773079,134.6,0,0,0
1636377764000,Person-1,0001,50.45434564,30.33764615,134.7,0,0,0
1636377767000,Person-1,0001,50.45435271,30.33756394,135.0,0,0,0
1636377770000,Person-1,0001,50.45436858,30.33749056,135.3,0,0,0
1636377774000,Person-1,0001,50.45439088,30.33742505,135.2,0,0,0
1636377779000,Person-1,0001,50.45441641,30.33734875,134.6,0,0,0
1636377784000,Person-1,0001,50.45444533,30.33728178,133.7,0,0,0
1636377788000,Person-1,0001,50.45447184,30.33721713,133.2,0,0,0
1636377793000,Person-1,0001,50.45449333,30.33714122,132.7,0,0,0
1636377798000,Person-1,0001,50.45451940,30.33707546,131.9,0,0,0
1636377804000,Person-1,0001,50.45454400,30.33699960,130.8,0,0,0
1636377809000,Person-1,0001,50.45456202,30.33692938,129.5,0,0,0
1636377815000,Person-1,0001,50.45458628,30.33685980,129.0,0,0,0
1636377820000,Person-1,0001,50.45461682,30.33679842,128.6,0,0,0
1636377825000,Person-1,0001,50.45464119,30.33673388,128.0,0,0,0
1636377830000,Person-1,0001,50.45467812,30.33668837,127.2,0,0,0
1636377835000,Person-1,0001,50.45472105,30.33665095,126.2,0,0,0
1636377840000,Person-1,0001,50.45476690,30.33660875,124.8,0,0,0
1636377845000,Person-1,0001,50.45481285,30.33655966,123.4,0,0,0
1636377850000,Person-1,0001,50.45485628,30.33650772,121.8,0,0,0
1636377854000,Person-1,0001,50.45488519,30.33644777,121.2,0,0,0
1636377858000,Person-1,0001,50.45491478,30.33638752,121.0,0,0,0
1636377862000,Person-1,0001,50.45493912,30.33632784,121.4,0,0,0
1636377867000,Person-1,0001,50.45496718,30.33625478,121.6,0,0,0
1636377873000,Person-1,0001,50.45500049,30.33620490,123.1,0,0,0
1636377878000,Person-1,0001,50.45502546,30.33613652,125.5,0,0,0
